1.005000   1.000000   1.000000   1.980847                  
1.004990   1.000314   1.000000   1.980446                  
1.004961   1.000627   1.000000   1.980122                  
1.004911   1.000937   1.000000   1.979876                  
1.004843   1.001243   1.000000   1.979708                  
1.004755   1.001545   1.000000   1.979621                  
1.004649   1.001841   1.000000   1.979614                  
1.004524   1.002129   1.000000   1.979687                  
1.004382   1.002409   1.000000   1.979840                  
1.004222   1.002679   1.000000   1.980073                  
1.004045   1.002939   1.000000   1.980385                  
1.003853   1.003187   1.000000   1.980774                  
1.003645   1.003423   1.000000   1.981240                  
1.003423   1.003645   1.000000   1.981781                  
1.003187   1.003853   1.000000   1.982391                  
1.002939   1.004045   1.000000   1.983074                  
1.002679   1.004222   1.000000   1.983822                  
1.002409   1.004382   1.000000   1.984633                  
1.002129   1.004524   1.000000   1.985504                  
1.001841   1.004649   1.000000   1.986433                  
1.001545   1.004755   1.000000   1.987413                  
1.001243   1.004843   1.000000   1.988440                  
1.000937   1.004911   1.000000   1.989514                  
1.000627   1.004961   1.000000   1.990625                  
1.000314   1.004990   1.000000   1.991772                  
1.000000   1.005000   1.000000   1.992948                  
0.999686   1.004990   1.000000   1.994150                  
0.999373   1.004961   1.000000   1.995373                  
0.999063   1.004911   1.000000   1.996609                  
0.998757   1.004843   1.000000   1.997857                  
0.998455   1.004755   1.000000   1.999110                  
0.998159   1.004649   1.000000   2.000363                  
0.997871   1.004524   1.000000   2.001611                  
0.997591   1.004382   1.000000   2.002848                  
0.997321   1.004222   1.000000   2.004071                  
0.997061   1.004045   1.000000   2.005275                  
0.996813   1.003853   1.000000   2.006452                  
0.996577   1.003645   1.000000   2.007600                  
0.996355   1.003423   1.000000   2.008715                  
0.996147   1.003187   1.000000   2.009793                  
0.995955   1.002939   1.000000   2.010827                  
0.995778   1.002679   1.000000   2.011814                  
0.995618   1.002409   1.000000   2.012754                  
0.995476   1.002129   1.000000   2.013638                  
0.995351   1.001841   1.000000   2.014468                  
0.995245   1.001545   1.000000   2.015236                  
0.995157   1.001243   1.000000   2.015943                  
0.995089   1.000937   1.000000   2.016583                  
0.995039   1.000627   1.000000   2.017159                  
0.995010   1.000314   1.000000   2.017663                  
0.995000   1.000000   1.000000   2.018098                  
0.995010   0.999686   1.000000   2.018460                  
0.995039   0.999373   1.000000   2.018747                  
0.995089   0.999063   1.000000   2.018961                  
0.995157   0.998757   1.000000   2.019101                  
0.995245   0.998455   1.000000   2.019164                  
0.995351   0.998159   1.000000   2.019152                  
0.995476   0.997871   1.000000   2.019065                  
0.995618   0.997591   1.000000   2.018902                  
0.995778   0.997321   1.000000   2.018665                  
0.995955   0.997061   1.000000   2.018355                  
0.996147   0.996813   1.000000   2.017972                  
0.996355   0.996577   1.000000   2.017521                  
0.996577   0.996355   1.000000   2.017000                  
0.996813   0.996147   1.000000   2.016413                  
0.997061   0.995955   1.000000   2.015761                  
0.997321   0.995778   1.000000   2.015045                  
0.997591   0.995618   1.000000   2.014271                  
0.997871   0.995476   1.000000   2.013440                  
0.998159   0.995351   1.000000   2.012553                  
0.998455   0.995245   1.000000   2.011618                  
0.998757   0.995157   1.000000   2.010635                  
0.999063   0.995089   1.000000   2.009606                  
0.999373   0.995039   1.000000   2.008539                  
0.999686   0.995010   1.000000   2.007436                  
1.000000   0.995000   1.000000   2.006299                  
1.000314   0.995010   1.000000   2.005136                  
1.000627   0.995039   1.000000   2.003950                  
1.000937   0.995089   1.000000   2.002743                  
1.001243   0.995157   1.000000   2.001524                  
1.001545   0.995245   1.000000   2.000295                  
1.001841   0.995351   1.000000   1.999061                  
1.002129   0.995476   1.000000   1.997825                  
1.002409   0.995618   1.000000   1.996596                  
1.002679   0.995778   1.000000   1.995376                  
1.002939   0.995955   1.000000   1.994171                  
1.003187   0.996147   1.000000   1.992985                  
1.003423   0.996355   1.000000   1.991821                  
1.003645   0.996577   1.000000   1.990687                  
1.003853   0.996813   1.000000   1.989587                  
1.004045   0.997061   1.000000   1.988525                  
1.004222   0.997321   1.000000   1.987504                  
1.004382   0.997591   1.000000   1.986530                  
1.004524   0.997871   1.000000   1.985607                  
1.004649   0.998159   1.000000   1.984735                  
1.004755   0.998455   1.000000   1.983924                  
1.004843   0.998757   1.000000   1.983174                  
1.004911   0.999063   1.000000   1.982488                  
1.004961   0.999373   1.000000   1.981870                  
1.004990   0.999686   1.000000   1.981322                  
1.010000   1.000000   1.000000   1.984519                  
1.009980   1.000628   1.000000   1.983687                  
1.009921   1.001253   1.000000   1.983011                  
1.009823   1.001874   1.000000   1.982492                  
1.009686   1.002487   1.000000   1.982136                  
1.009511   1.003090   1.000000   1.981945                  
1.009298   1.003681   1.000000   1.981917                  
1.009048   1.004258   1.000000   1.982056                  
1.008763   1.004818   1.000000   1.982358                  
1.008443   1.005358   1.000000   1.982825                  
1.008090   1.005878   1.000000   1.983454                  
1.007705   1.006374   1.000000   1.984243                  
1.007290   1.006845   1.000000   1.985188                  
1.006845   1.007290   1.000000   1.986286                  
1.006374   1.007705   1.000000   1.987534                  
1.005878   1.008090   1.000000   1.988924                  
1.005358   1.008443   1.000000   1.990453                  
1.004818   1.008763   1.000000   1.992109                  
1.004258   1.009048   1.000000   1.993889                  
1.003681   1.009298   1.000000   1.995782                  
1.003090   1.009511   1.000000   1.997783                  
1.002487   1.009686   1.000000   1.999884                  
1.001874   1.009823   1.000000   2.002071                  
1.001253   1.009921   1.000000   2.004338                  
1.000628   1.009980   1.000000   2.006677                  
1.000000   1.010000   1.000000   2.009072                  
0.999372   1.009980   1.000000   2.011519                  
0.998747   1.009921   1.000000   2.014003                  
0.998126   1.009823   1.000000   2.016515                  
0.997513   1.009686   1.000000   2.019045                  
0.996910   1.009511   1.000000   2.021580                  
0.996319   1.009298   1.000000   2.024110                  
0.995742   1.009048   1.000000   2.026626                  
0.995182   1.008763   1.000000   2.029117                  
0.994642   1.008443   1.000000   2.031571                  
0.994122   1.008090   1.000000   2.033979                  
0.993626   1.007705   1.000000   2.036334                  
0.993155   1.007290   1.000000   2.038622                  
0.992710   1.006845   1.000000   2.040838                  
0.992295   1.006374   1.000000   2.042972                  
0.991910   1.005878   1.000000   2.045014                  
0.991557   1.005358   1.000000   2.046961                  
0.991237   1.004818   1.000000   2.048803                  
0.990952   1.004258   1.000000   2.050534                  
0.990702   1.003681   1.000000   2.052147                  
0.990489   1.003090   1.000000   2.053639                  
0.990314   1.002487   1.000000   2.055005                  
0.990177   1.001874   1.000000   2.056239                  
0.990079   1.001253   1.000000   2.057339                  
0.990020   1.000628   1.000000   2.058301                  
0.990000   1.000000   1.000000   2.059123                  
0.990020   0.999372   1.000000   2.059802                  
0.990079   0.998747   1.000000   2.060337                  
0.990177   0.998126   1.000000   2.060727                  
0.990314   0.997513   1.000000   2.060971                  
0.990489   0.996910   1.000000   2.061069                  
0.990702   0.996319   1.000000   2.061022                  
0.990952   0.995742   1.000000   2.060831                  
0.991237   0.995182   1.000000   2.060494                  
0.991557   0.994642   1.000000   2.060016                  
0.991910   0.994122   1.000000   2.059397                  
0.992295   0.993626   1.000000   2.058641                  
0.992710   0.993155   1.000000   2.057749                  
0.993155   0.992710   1.000000   2.056726                  
0.993626   0.992295   1.000000   2.055577                  
0.994122   0.991910   1.000000   2.054302                  
0.994642   0.991557   1.000000   2.052906                  
0.995182   0.991237   1.000000   2.051393                  
0.995742   0.990952   1.000000   2.049769                  
0.996319   0.990702   1.000000   2.048041                  
0.996910   0.990489   1.000000   2.046211                  
0.997513   0.990314   1.000000   2.044285                  
0.998126   0.990177   1.000000   2.042274                  
0.998747   0.990079   1.000000   2.040179                  
0.999372   0.990020   1.000000   2.038013                  
1.000000   0.990000   1.000000   2.035780                  
1.000628   0.990020   1.000000   2.033486                  
1.001253   0.990079   1.000000   2.031143                  
1.001874   0.990177   1.000000   2.028757                  
1.002487   0.990314   1.000000   2.026339                  
1.003090   0.990489   1.000000   2.023897                  
1.003681   0.990702   1.000000   2.021440                  
1.004258   0.990952   1.000000   2.018976                  
1.004818   0.991237   1.000000   2.016518                  
1.005358   0.991557   1.000000   2.014073                  
1.005878   0.991910   1.000000   2.011653                  
1.006374   0.992295   1.000000   2.009264                  
1.006845   0.992710   1.000000   2.006920                  
1.007290   0.993155   1.000000   2.004629                  
1.007705   0.993626   1.000000   2.002401                  
1.008090   0.994122   1.000000   2.000245                  
1.008443   0.994642   1.000000   1.998169                  
1.008763   0.995182   1.000000   1.996185                  
1.009048   0.995742   1.000000   1.994300                  
1.009298   0.996319   1.000000   1.992523                  
1.009511   0.996910   1.000000   1.990859                  
1.009686   0.997513   1.000000   1.989320                  
1.009823   0.998126   1.000000   1.987910                  
1.009921   0.998747   1.000000   1.986637                  
1.009980   0.999372   1.000000   1.985503                  
1.005889   1.001841   1.000000   1.978859                  
1.005887   1.001919   1.000000   1.978839                  
1.005880   1.001996   1.000000   1.978824                  
1.005867   1.002073   1.000000   1.978814                  
1.005850   1.002149   1.000000   1.978809                  
1.005829   1.002224   1.000000   1.978809                  
1.005802   1.002297   1.000000   1.978814                  
1.005771   1.002369   1.000000   1.978824                  
1.005736   1.002438   1.000000   1.978840                  
1.005696   1.002505   1.000000   1.978860                  
1.005652   1.002570   1.000000   1.978885                  
1.005605   1.002631   1.000000   1.978916                  
1.005553   1.002690   1.000000   1.978950                  
1.005498   1.002745   1.000000   1.978990                  
1.005440   1.002796   1.000000   1.979033                  
1.005378   1.002844   1.000000   1.979081                  
1.005314   1.002888   1.000000   1.979133                  
1.005246   1.002928   1.000000   1.979189                  
1.005177   1.002963   1.000000   1.979250                  
1.005106   1.002994   1.000000   1.979312                  
1.005032   1.003020   1.000000   1.979378                  
1.004957   1.003042   1.000000   1.979446                  
1.004881   1.003059   1.000000   1.979517                  
1.004804   1.003071   1.000000   1.979590                  
1.004727   1.003079   1.000000   1.979665                  
1.004649   1.003081   1.000000   1.979742                  
1.004571   1.003079   1.000000   1.979819                  
1.004493   1.003071   1.000000   1.979898                  
1.004416   1.003059   1.000000   1.979977                  
1.004340   1.003042   1.000000   1.980057                  
1.004266   1.003020   1.000000   1.980137                  
1.004192   1.002994   1.000000   1.980216                  
1.004121   1.002963   1.000000   1.980294                  
1.004051   1.002928   1.000000   1.980372                  
1.003984   1.002888   1.000000   1.980448                  
1.003920   1.002844   1.000000   1.980525                  
1.003858   1.002796   1.000000   1.980598                  
1.003800   1.002745   1.000000   1.980669                  
1.003745   1.002690   1.000000   1.980737                  
1.003693   1.002631   1.000000   1.980802                  
1.003645   1.002570   1.000000   1.980865                  
1.003602   1.002505   1.000000   1.980924                  
1.003562   1.002438   1.000000   1.980980                  
1.003526   1.002369   1.000000   1.981032                  
1.003496   1.002297   1.000000   1.981081                  
1.003469   1.002224   1.000000   1.981125                  
1.003447   1.002149   1.000000   1.981166                  
1.003430   1.002073   1.000000   1.981202                  
1.003418   1.001996   1.000000   1.981234                  
1.003411   1.001919   1.000000   1.981261                  
1.003408   1.001841   1.000000   1.981283                  
1.003411   1.001763   1.000000   1.981301                  
