LAMMPS data file via write_data, version 23 Jun 2022, timestep = 11629784

3080 atoms
2 atom types
7392 bonds
2 bond types

0 265.0986791272139 xlo xhi
0 229.64238025228417 ylo yhi
-0.5 0.5 zlo zhi

Masses

1 28.1
2 32.01

Pair Coeffs # lj/cut

1 0.1 4.421
2 0.1 4.421

Bond Coeffs # harmonic

1 1.001 4.96523
2 1.001 2.86668

Atoms # molecular

2103 2103 1 9.25753485201397 3.2784281210188406 0 0 -1 5
535 535 2 8.724540280496539 0.31566033660582365 0 0 11 5
2064 2064 1 18.53478184966237 1.9649215601498111 0 0 -6 5
2026 2026 1 25.837063664317114 0.17354662989589506 0 0 6 5
537 537 2 28.486463282490977 1.4210126279787596 0 0 -1 5
2110 2110 1 47.72406282366244 0.6635938603100966 0 0 0 5
2190 2190 1 55.17254408730321 2.904732185487224 0 0 12 5
618 618 2 57.472203151758485 1.1078450879587203 0 0 1 5
2191 2191 1 59.903123385214535 2.7875463366613964 0 0 -7 5
2037 2037 1 76.46865291900475 0.16422642606555998 0 0 0 5
567 567 2 76.58833780793373 3.058532429982851 0 0 12 5
2039 2039 1 85.60646720827836 2.3284663131641232 0 0 9 5
2119 2119 1 92.0745076463363 2.967986726457599 0 0 3 5
596 596 2 91.5952575281379 0.14233337799335224 0 0 1 5
2120 2120 1 102.40671369977949 2.2773107054521926 0 0 -9 5
571 571 2 112.1927808433643 2.927142532030858 0 0 2 5
2073 2073 1 111.96133290609839 0.05062277056593122 0 0 -6 5
2282 2282 1 120.71224428376357 1.22005568958913 0 0 -2 5
2154 2154 1 129.51374434288016 1.9629635723038192 0 0 4 5
651 651 2 131.89995287869147 0.21255482745162332 0 0 0 5
2128 2128 1 134.64587315924598 1.278735934102824 0 0 15 5
519 519 2 137.44125598982055 1.8851163307845076 0 0 1 5
2076 2076 1 139.69519919667468 0.15239665305247083 0 0 -14 5
2129 2129 1 144.86216558385132 0.3305808445399808 0 0 32 5
680 680 2 147.73846510738812 1.1165007402857927 0 0 5 5
683 683 2 167.66590460135077 1.1921911183390679 0 0 -4 5
2210 2210 1 170.60080563170814 1.4190165267565176 0 0 -3 5
630 630 2 173.16811630283138 0.1860509358258625 0 0 -9 5
2241 2241 1 175.59778404979966 1.6720704078166475 0 0 3 5
656 656 2 178.41843504751427 1.983310893189395 0 0 -7 5
580 580 2 195.64190889536792 1.4900680513056974 0 0 3 5
2089 2089 1 198.54474337068856 2.2095523914473363 0 0 -10 5
581 581 2 201.22112349020244 3.5127720613908617 0 0 -14 5
2057 2057 1 203.78554443355807 2.0109929915988145 0 0 -29 5
582 582 2 206.7273374994633 1.4273270336508492 0 0 11 5
609 609 2 218.9356562161583 1.014860451814041 0 0 9 5
2138 2138 1 230.48802151043057 0.043302249282495694 0 0 -27 5
584 584 2 232.70162693803374 1.9742843484455523 0 0 -6 5
2096 2096 1 235.5171310020628 1.1301296676693535 0 0 20 5
2099 2099 1 249.1960901271439 2.752923781699598 0 0 -6 5
2022 2022 1 258.26994767858247 2.2490677851910923 0 0 13 5
562 562 2 11.359519206587896 5.411909273927589 0 0 3 5
2104 2104 1 14.088770006981955 4.262738308119496 0 0 11 5
458 458 2 16.944678133169656 4.338488494901291 0 0 5 5
2105 2105 1 18.353838724642944 6.823992024966787 0 0 -6 5
