LAMMPS data file via write_data, version 23 Jun 2022, timestep = 196629

1130 atoms
2 atom types
2712 bonds
2 bond types

0 164.5690854279416 xlo xhi
0 142.202191750689 ylo yhi
-0.5 0.5 zlo zhi

Masses

1 28.1
2 32.01

Pair Coeffs # lj/cut

1 0.1 4.421
2 0.1 4.421

Bond Coeffs # harmonic

1 1.001 4.96523
2 1.001 2.86668

Atoms # molecular

806 806 1 3.118410049199281 0.49577526245944403 0 0 -8 5
241 241 2 5.874414814216383 1.7535415659272104 0 0 -1 5
807 807 1 8.365782044858298 0.005742607503141467 0 0 2 5
242 242 2 16.348230592662862 0.7175202207275069 0 0 -2 5
833 833 1 26.798476659176703 3.366240183812065 0 0 0 5
243 243 2 26.771069071686888 0.383676555073448 0 0 -8 5
244 244 2 37.12329994352272 1.3204893176362411 0 0 0 5
814 814 1 44.76879611051686 1.0075466627667593 0 0 -3 5
245 245 2 47.19644609507941 2.6342335806500685 0 0 0 5
815 815 1 49.82518772388936 1.352081501402298 0 0 1 5
816 816 1 54.90927820250041 1.3863920507039864 0 0 -3 5
246 246 2 57.43065322109495 2.8601817505746285 0 0 0 5
817 817 1 59.99811257042152 1.4692224245350127 0 0 -1 5
818 818 1 65.02523366847643 0.4720322469450144 0 0 -7 5
819 819 1 70.13244775364888 1.7221061977870078 0 0 -1 5
820 820 1 75.17193381431328 3.3717228071619854 0 0 -1 5
821 821 1 80.34103562037566 2.0219297425160776 0 0 1 5
248 248 2 82.94016821885236 0.2898589664402459 0 0 -2 5
822 822 1 85.46990921216816 2.1250038336609833 0 0 0 5
791 791 1 90.46202089770583 1.84208358632276 0 0 -1 5
792 792 1 95.44790878966606 1.2312174435200522 0 0 -1 5
234 234 2 97.7891406524754 3.0663657124649926 0 0 0 5
793 793 1 100.51282198494356 1.851284005607031 0 0 5 5
218 218 2 103.07846932046408 0.2547063291185664 0 0 1 5
794 794 1 105.6843842901949 1.8086263539908558 0 0 0 5
795 795 1 110.90258008649884 1.951681099942489 0 0 4 5
797 797 1 120.88382937530845 2.07941893017133 0 0 1 5
798 798 1 125.86976122065676 3.1820821566235686 0 0 -3 5
799 799 1 131.01175104541727 1.6911151549355032 0 0 -2 5
800 800 1 136.23058922621166 1.5511990044145845 0 0 -2 5
221 221 2 133.58050476885353 0.1346703593490064 0 0 1 5
238 238 2 138.83579291131758 3.0692956487295424 0 0 -1 5
801 801 1 141.46837703593192 1.5921239015616775 0 0 1 5
802 802 1 146.7221174280066 1.5047197412141344 0 0 -1 5
222 222 2 144.06956364906324 0.04000269992033512 0 0 -1 5
239 239 2 149.38014906130786 2.9681045576916842 0 0 -2 5
803 803 1 151.97063968188868 1.387736996698591 0 0 0 5
804 804 1 157.2189809007584 1.2783462281259825 0 0 -2 5
240 240 2 159.9036297501738 2.72428362073406 0 0 -1 5
805 805 1 162.44542326116493 1.0223063907535592 0 0 -1 5
831 831 1 5.930615125445745 4.788875260218704 0 0 0 5
832 832 1 16.446652375737347 3.7090737980733337 0 0 0 5
258 258 2 16.36973244252701 6.680945787760937 0 0 0 5
259 259 2 26.635618917970273 6.311317090254231 0 0 0 5
834 834 1 36.93362725285748 4.406060165391138 0 0 0 5
835 835 1 46.85116351673541 5.536274078747353 0 0 0 5
836 836 1 57.37306640003793 5.7778978013712505 0 0 0 5
231 231 2 72.2157552212678 3.886001376575517 0 0 1 5
837 837 1 71.33357747926497 6.746369220077988 0 0 0 5
232 232 2 78.11251797020401 4.11489039190039 0 0 1 5
233 233 2 88.09428968714701 3.739397945919981 0 0 0 5
823 823 1 88.80777084143011 6.745731051840646 0 0 0 5
824 824 1 97.2472317161432 5.999520005828845 0 0 0 5
235 235 2 108.22175380850132 3.5857868385304528 0 0 -1 5
825 825 1 107.72340556711737 6.691511100263105 0 0 0 5
826 826 1 122.49851939150007 7.099638840304756 0 0 0 5
236 236 2 123.0435335787832 4.152578260116179 0 0 -1 5
237 237 2 128.78557908278998 3.6341578321772823 0 0 -1 5
827 827 1 129.42778274453286 6.503214362059428 0 0 0 5
828 828 1 138.74211280619804 6.084466494695857 0 0 0 5
829 829 1 149.43621657208917 6.00306672788443 0 0 0 5
830 830 1 159.913219351708 5.784914844182319 0 0 0 5
855 855 1 3.431612255224299 9.531554927427653 0 0 0 5
257 257 2 5.950650074901547 7.824612901471583 0 0 0 5
856 856 1 8.682453458527823 9.133873069269116 0 0 0 5
274 274 2 11.515869333446119 10.104146609591655 0 0 0 5
857 857 1 13.80077780347901 8.177898215227774 0 0 0 5
858 858 1 18.93096896615436 8.184309179873917 0 0 0 5
859 859 1 23.984933128459343 7.593577195613594 0 0 0 5
275 275 2 21.632701974335042 9.360717035291739 0 0 0 5
860 860 1 29.00253018567186 8.068285128448975 0 0 0 5
276 276 2 31.22035161714987 10.08809700390899 0 0 0 5
861 861 1 33.99346980674046 8.895570570539652 0 0 0 5
260 260 2 36.702966625107074 7.477042564825392 0 0 0 5
862 862 1 39.09571900940887 9.389565158792887 0 0 0 5
863 863 1 44.182053966187034 9.925095967614961 0 0 0 5
261 261 2 46.741038578592054 8.471896135037397 0 0 0 5
864 864 1 49.35449207076971 9.813319282057906 0 0 0 5
